121.85	3701.00	91.40
121.87	3702.00	91.60
121.88	3702.00	91.80
121.90	3703.00	92.00
121.92	3703.00	92.30
121.93	3704.00	92.40
121.95	3704.00	92.70
121.97	3704.00	92.90
121.98	3705.00	93.10
122.00	3705.00	93.30
122.02	3706.00	93.50
122.03	3706.00	93.70
122.05	3707.00	93.90
122.07	3707.00	94.20
122.08	3708.00	94.30
122.10	3708.00	94.60
122.12	3708.00	94.70
122.13	3709.00	94.90
122.15	3709.00	95.20
122.17	3710.00	95.30
122.18	3710.00	95.60
122.20	3711.00	95.70
122.22	3711.00	95.90
122.23	3712.00	96.10
122.25	3712.00	96.40
122.27	3713.00	96.50
122.28	3713.00	96.80
122.30	3714.00	96.90
122.32	3714.00	97.10
122.33	3714.00	97.30
122.35	3715.00	97.50
122.37	3715.00	97.70
122.38	3716.00	97.90
122.40	3716.00	98.10
122.42	3717.00	98.30
122.43	3717.00	98.50
122.45	3718.00	98.60
122.47	3718.00	98.90
122.48	3719.00	99.10
122.50	3719.00	99.20
122.52	3720.00	99.40
122.53	3720.00	99.60
122.55	3721.00	99.80
122.57	3721.00	100.00
122.58	3722.00	100.20
122.60	3722.00	100.30
122.62	3722.00	100.50
122.63	3723.00	100.70
122.65	3723.00	100.80
122.67	3724.00	100.90
122.68	3724.00	101.00
122.70	3725.00	101.00
122.72	3725.00	101.10
122.73	3726.00	101.10
122.75	3726.00	101.00
122.77	3727.00	101.00
122.78	3727.00	100.90
122.80	3728.00	100.80
122.82	3728.00	100.70
122.83	3729.00	100.60
122.85	3729.00	100.40
122.87	3729.00	100.30
122.88	3730.00	100.20
122.90	3730.00	100.10
122.92	3731.00	100.00
122.93	3731.00	99.80
122.95	3732.00	99.70
122.97	3732.00	99.60
122.98	3733.00	99.40
123.00	3733.00	99.30
123.02	3734.00	99.20
123.03	3734.00	99.10
123.05	3735.00	99.00
123.07	3735.00	98.80
123.08	3735.00	98.70
123.10	3736.00	98.70
123.12	3736.00	98.40
123.13	3737.00	98.40
123.15	3737.00	98.20
123.17	3738.00	98.10
123.18	3738.00	97.90
123.20	3739.00	97.80
123.22	3739.00	97.70
123.23	3739.00	97.60
123.25	3740.00	97.40
123.27	3740.00	97.30
123.28	3741.00	97.20
123.30	3741.00	97.00
123.32	3742.00	96.90
123.33	3742.00	96.80
123.35	3743.00	96.70
123.37	3743.00	96.50
123.38	3744.00	96.30
123.40	3744.00	96.30
123.42	3744.00	96.00
123.43	3745.00	95.90
123.45	3745.00	95.90
123.47	3746.00	95.60
123.48	3746.00	95.60
123.50	3747.00	95.40
123.52	3747.00	95.30
123.53	3747.00	95.10
123.55	3748.00	94.90
123.57	3748.00	94.80
123.58	3749.00	94.80
123.60	3749.00	94.50
123.62	3750.00	94.30
123.63	3750.00	94.30
123.65	3751.00	94.10
123.67	3751.00	93.90
123.68	3751.00	93.90
